ISO_3,capital_lat,capital_lon,country,event_date,Battles_Armed clash,Battles_Government regains territory,Battles_Non-state actor overtakes territory,Explosions/Remote violence_Air/drone strike,Explosions/Remote violence_Chemical weapon,Explosions/Remote violence_Grenade,Explosions/Remote violence_Remote explosive/landmine/IED,Explosions/Remote violence_Shelling/artillery/missile attack,Explosions/Remote violence_Suicide bomb,Protests_Excessive force against protesters,Protests_Peaceful protest,Protests_Protest with intervention,Riots_Mob violence,Riots_Violent demonstration,Strategic developments_Agreement,Strategic developments_Arrests,Strategic developments_Change to group/activity,Strategic developments_Disrupted weapons use,Strategic developments_Headquarters or base established,Strategic developments_Looting/property destruction,Strategic developments_Non-violent transfer of territory,Strategic developments_Other,Violence against civilians_Abduction/forced disappearance,Violence against civilians_Attack,Violence against civilians_Sexual violence,Fatalities_Remote explosive/landmine/IED,Fatalities_Shelling/artillery/missile attack,Fatalities_Armed clash,Fatalities_Air/drone strike,Fatalities_Attack,Fatalities_Peaceful protest,Fatalities_Non-state actor overtakes territory,Fatalities_Abduction/forced disappearance,Fatalities_Disrupted weapons use,Fatalities_Government regains territory,Fatalities_Mob violence,Fatalities_Change to group/activity,Fatalities_Suicide bomb,Fatalities_Non-violent transfer of territory,Fatalities_Protest with intervention,Fatalities_Looting/property destruction,Fatalities_Arrests,Fatalities_Sexual violence,Fatalities_Headquarters or base established,Fatalities_Grenade,Fatalities_Violent demonstration,Fatalities_Agreement,Fatalities_Excessive force against protesters,Fatalities_Other,Fatalities_Chemical weapon,violence index,quarter,month,week,General,Legislative,Local,Parliamentary,Presidential,Referendum,holiday,violence index_moving_avg
AFG,33.9391,67.71,Afghanistan,2017-08-18,242.0,2.0,9.0,13.0,0.0,0.0,47.0,17.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,3.0,473.0,82.0,13.0,0.0,16.0,0.0,0.0,63.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.8783660469958,3,8,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-08-25,225.0,3.0,2.0,29.0,0.0,0.0,71.0,30.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,5.0,535.0,312.0,5.0,0.0,0.0,0.0,10.0,50.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.2260592366661,3,8,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-09-01,122.0,1.0,0.0,22.0,0.0,1.0,44.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,27.0,0.0,191.0,135.0,3.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.3240362377495,3,9,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-09-08,133.0,4.0,1.0,23.0,0.0,1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0,7.0,0.0,5.0,0.0,328.0,202.0,6.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,523.5705223649481,3,9,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-09-15,166.0,0.0,5.0,30.0,0.0,0.0,59.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,10.0,0.0,2.0,1.0,0.0,0.0,14.0,2.0,8.0,2.0,331.0,159.0,12.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.971571169443,3,9,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-09-22,173.0,7.0,1.0,30.0,0.0,3.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,17.0,5.0,495.0,193.0,13.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.316916521066,3,9,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-09-29,100.0,2.0,3.0,26.0,0.0,0.0,17.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,13.0,1.0,396.0,218.0,5.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.3137373232127,3,9,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-10-06,163.0,5.0,8.0,19.0,0.0,1.0,44.0,19.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,10.0,1.0,493.0,141.0,1.0,0.0,16.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.4664236753898,4,10,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-10-13,193.0,0.0,0.0,23.0,0.0,0.0,59.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,15.0,0.0,511.0,129.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0710687737887,4,10,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-10-20,206.0,2.0,3.0,19.0,0.0,2.0,50.0,12.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,601.0,127.0,2.0,0.0,13.0,0.0,0.0,50.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,743.0793107926761,4,10,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-10-27,179.0,4.0,7.0,16.0,0.0,0.0,42.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,793.0,176.0,19.0,0.0,106.0,0.0,0.0,29.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.2102726450429,4,10,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-11-03,151.0,1.0,3.0,9.0,0.0,1.0,65.0,14.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,13.0,6.0,275.0,39.0,5.0,0.0,3.0,0.0,10.0,8.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.690942954443,4,11,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-11-10,123.0,1.0,0.0,20.0,0.0,0.0,42.0,10.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,201.0,100.0,3.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.2412449384397,4,11,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-11-17,112.0,0.0,0.0,10.0,0.0,0.0,39.0,12.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,5.0,324.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.2607752483524,4,11,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-11-24,159.0,7.0,3.0,21.0,0.0,1.0,35.0,6.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,363.0,170.0,8.0,0.0,10.0,0.0,14.0,49.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,610.5721064829643,4,11,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-12-01,140.0,0.0,3.0,15.0,0.0,0.0,39.0,14.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,18.0,3.0,300.0,103.0,7.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.5094243188005,4,12,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-12-08,160.0,0.0,0.0,13.0,0.0,1.0,44.0,7.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,18.0,0.0,528.0,73.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,585.5925221251376,4,12,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-12-15,139.0,7.0,2.0,9.0,0.0,0.0,34.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,408.0,50.0,2.0,0.0,9.0,0.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.8007787726686,4,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-12-22,138.0,9.0,0.0,14.0,0.0,0.0,35.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,10.0,4.0,432.0,141.0,3.0,0.0,0.0,0.0,7.0,82.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.1659951478135,4,12,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AFG,33.9391,67.71,Afghanistan,2017-12-29,125.0,1.0,0.0,23.0,0.0,0.0,46.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,29.0,0.0,245.0,124.0,9.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.3340196161621,4,12,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.7406117879916
AFG,33.9391,67.71,Afghanistan,2018-01-05,148.0,1.0,1.0,17.0,0.0,2.0,44.0,15.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,1.0,9.0,0.0,80.0,0.0,296.0,143.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,621.2969679629939,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.5610314201839
AFG,33.9391,67.71,Afghanistan,2018-01-12,188.0,1.0,0.0,20.0,0.0,0.0,35.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,3.0,10.0,0.0,4.0,1.0,418.0,155.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.7547394765111,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.1809559013343
AFG,33.9391,67.71,Afghanistan,2018-01-19,226.0,4.0,0.0,20.0,0.0,0.0,34.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,5.0,10.0,613.0,135.0,5.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.5802628882053,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.6009338840469
AFG,33.9391,67.71,Afghanistan,2018-01-26,158.0,1.0,2.0,11.0,0.0,0.0,46.0,8.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,8.0,0.0,10.0,7.0,466.0,117.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.3432749607401,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.9712396735833
AFG,33.9391,67.71,Afghanistan,2018-02-02,123.0,5.0,2.0,9.0,0.0,1.0,30.0,6.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,7.0,6.0,314.0,68.0,11.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.98955297786705,1,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.5281417004825
AFG,33.9391,67.71,Afghanistan,2018-02-09,143.0,0.0,1.0,25.0,0.0,0.0,35.0,26.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,7.0,10.0,412.0,180.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.3593691547353,1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0836868462694
AFG,33.9391,67.71,Afghanistan,2018-02-16,113.0,0.0,2.0,10.0,0.0,0.0,21.0,22.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,8.0,7.0,291.0,28.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.8719736851351,1,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.8671999753931
AFG,33.9391,67.71,Afghanistan,2018-02-23,156.0,0.0,0.0,26.0,0.0,0.0,44.0,9.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,321.0,127.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.1302379124223,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.2942150410857
AFG,33.9391,67.71,Afghanistan,2018-03-02,110.0,1.0,0.0,25.0,0.0,1.0,33.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,22.0,0.0,269.0,58.0,6.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.03932664069913,1,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.5754074454603
AFG,33.9391,67.71,Afghanistan,2018-03-09,154.0,1.0,0.0,30.0,0.0,0.0,26.0,4.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,367.0,190.0,6.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.1269884593082,1,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.6831393351341
AFG,33.9391,67.71,Afghanistan,2018-03-16,142.0,0.0,3.0,35.0,0.0,0.0,35.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,10.0,442.0,249.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.641030891495,1,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.2540985985153
AFG,33.9391,67.71,Afghanistan,2018-03-23,107.0,5.0,1.0,21.0,0.0,1.0,33.0,10.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,5.0,90.0,201.0,1.0,0.0,0.0,0.0,10.0,77.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,425.0741268195724,1,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.9323780771321
AFG,33.9391,67.71,Afghanistan,2018-03-30,149.0,0.0,0.0,33.0,0.0,0.0,39.0,9.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,230.0,107.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,524.0779534057734,1,3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.2818191692578
AFG,33.9391,67.71,Afghanistan,2018-04-06,133.0,2.0,1.0,29.0,0.0,0.0,27.0,16.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0,293.0,57.0,1.0,0.0,0.0,0.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.30936623472206,2,4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.2893964811537
AFG,33.9391,67.71,Afghanistan,2018-04-13,180.0,2.0,3.0,35.0,0.0,0.0,26.0,6.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,9.0,6.0,413.0,157.0,1.0,0.0,14.0,0.0,18.0,45.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.8074259933569,2,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.1327757986707
AFG,33.9391,67.71,Afghanistan,2018-04-20,161.0,1.0,4.0,36.0,0.0,1.0,32.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,19.0,7.0,477.0,68.0,8.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.2345778523875,2,4,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.2693693601124
AFG,33.9391,67.71,Afghanistan,2018-04-27,245.0,0.0,11.0,36.0,0.0,1.0,35.0,14.0,2.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,11.0,0.0,473.0,101.0,11.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.349082427611,2,4,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.4189820892129
AFG,33.9391,67.71,Afghanistan,2018-05-04,210.0,1.0,5.0,48.0,0.0,0.0,40.0,20.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,13.0,0.0,7.0,5.0,542.0,131.0,14.0,0.0,23.0,0.0,2.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.9022649009511,2,5,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.8067075361407
AFG,33.9391,67.71,Afghanistan,2018-05-11,270.0,1.0,20.0,35.0,0.0,0.0,39.0,18.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0,6.0,0.0,18.0,8.0,586.0,177.0,3.0,0.0,70.0,0.0,12.0,22.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.183685135075,2,5,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.7033363787001
AFG,33.9391,67.71,Afghanistan,2018-05-18,222.0,1.0,10.0,22.0,0.0,0.0,38.0,26.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,11.0,0.0,861.0,113.0,0.0,0.0,54.0,0.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.1710031980682,2,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.8476243496366
AFG,33.9391,67.71,Afghanistan,2018-05-25,193.0,1.0,8.0,47.0,0.0,1.0,44.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,26.0,0.0,693.0,249.0,9.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.5282293296768,2,5,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.1848270392443
AFG,33.9391,67.71,Afghanistan,2018-06-01,160.0,0.0,9.0,70.0,0.0,1.0,36.0,18.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,16.0,13.0,736.0,391.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,688.8459408728174,2,6,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.1159780082062
AFG,33.9391,67.71,Afghanistan,2018-06-08,273.0,1.0,6.0,27.0,0.0,1.0,72.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,3.0,17.0,0.0,25.0,5.0,794.0,129.0,12.0,0.0,13.0,0.0,3.0,20.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081.1194822785478,2,6,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.4429821993638
AFG,33.9391,67.71,Afghanistan,2018-06-15,142.0,0.0,11.0,32.0,0.0,0.0,33.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,33.0,0.0,542.0,179.0,2.0,0.0,67.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.9730771371194,2,6,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.3958328485659
AFG,33.9391,67.71,Afghanistan,2018-06-22,213.0,0.0,6.0,18.0,0.0,0.0,10.0,12.0,3.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,4.0,474.0,81.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.2123363835369,2,6,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.901742943707
AFG,33.9391,67.71,Afghanistan,2018-06-29,269.0,0.0,5.0,25.0,0.0,0.0,30.0,12.0,3.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,46.0,3.0,715.0,119.0,3.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,802.8884871754728,2,6,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.1359142826743
AFG,33.9391,67.71,Afghanistan,2018-07-06,176.0,0.0,13.0,89.0,0.0,0.0,37.0,6.0,2.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,20.0,2.0,366.0,429.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,696.8554349299254,3,7,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.411739422084
AFG,33.9391,67.71,Afghanistan,2018-07-13,202.0,7.0,11.0,56.0,0.0,1.0,42.0,11.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,89.0,2.0,902.0,343.0,13.0,0.0,7.0,0.0,6.0,54.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,812.520345552493,3,7,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.7444658517605
