ISO_3,capital_lat,capital_lon,country,event_date,Battles_Armed clash,Battles_Government regains territory,Battles_Non-state actor overtakes territory,Explosions/Remote violence_Air/drone strike,Explosions/Remote violence_Chemical weapon,Explosions/Remote violence_Grenade,Explosions/Remote violence_Remote explosive/landmine/IED,Explosions/Remote violence_Shelling/artillery/missile attack,Explosions/Remote violence_Suicide bomb,Protests_Excessive force against protesters,Protests_Peaceful protest,Protests_Protest with intervention,Riots_Mob violence,Riots_Violent demonstration,Strategic developments_Agreement,Strategic developments_Arrests,Strategic developments_Change to group/activity,Strategic developments_Disrupted weapons use,Strategic developments_Headquarters or base established,Strategic developments_Looting/property destruction,Strategic developments_Non-violent transfer of territory,Strategic developments_Other,Violence against civilians_Abduction/forced disappearance,Violence against civilians_Attack,Violence against civilians_Sexual violence,Fatalities_Remote explosive/landmine/IED,Fatalities_Shelling/artillery/missile attack,Fatalities_Armed clash,Fatalities_Air/drone strike,Fatalities_Attack,Fatalities_Peaceful protest,Fatalities_Non-state actor overtakes territory,Fatalities_Abduction/forced disappearance,Fatalities_Disrupted weapons use,Fatalities_Government regains territory,Fatalities_Mob violence,Fatalities_Change to group/activity,Fatalities_Suicide bomb,Fatalities_Non-violent transfer of territory,Fatalities_Protest with intervention,Fatalities_Looting/property destruction,Fatalities_Arrests,Fatalities_Sexual violence,Fatalities_Headquarters or base established,Fatalities_Grenade,Fatalities_Violent demonstration,Fatalities_Agreement,Fatalities_Excessive force against protesters,Fatalities_Other,Fatalities_Chemical weapon,violence index,quarter,month,week,General,Legislative,Local,Parliamentary,Presidential,Referendum,holiday,violence index_moving_avg
AFG,33.9391,67.71,Afghanistan,2018-07-20,267.0,1.0,4.0,22.0,0.0,0.0,48.0,7.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,2.0,7.0,1.0,68.0,0.0,1555.0,195.0,11.0,0.0,27.0,0.0,0.0,8.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.5195864739052,3,7,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.1538911097367
AFG,33.9391,67.71,Afghanistan,2018-07-27,225.0,13.0,10.0,25.0,0.0,1.0,38.0,16.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,17.0,7.0,567.0,125.0,12.0,0.0,3.0,0.0,11.0,71.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,777.8249120396047,3,7,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.4848169515426
AFG,33.9391,67.71,Afghanistan,2018-08-03,203.0,11.0,7.0,47.0,0.0,0.0,47.0,6.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,6.0,13.0,0.0,27.0,0.0,583.0,102.0,10.0,0.0,13.0,0.0,5.0,46.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.697336399722,3,8,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.2252243854754
AFG,33.9391,67.71,Afghanistan,2018-08-10,275.0,3.0,8.0,8.0,0.0,0.0,39.0,17.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,17.0,22.0,722.0,155.0,2.0,0.0,107.0,0.0,8.0,40.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.9478405765597,3,8,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.8225445099763
AFG,33.9391,67.71,Afghanistan,2018-08-17,234.0,1.0,21.0,26.0,0.0,0.0,34.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,15.0,8.0,1461.0,307.0,0.0,0.0,20.0,0.0,3.0,108.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.6134542183302,3,8,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.4905269748098
AFG,33.9391,67.71,Afghanistan,2018-08-24,133.0,2.0,6.0,17.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,7.0,521.0,170.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0610705938204,3,8,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.4873541162934
AFG,33.9391,67.71,Afghanistan,2018-08-31,175.0,0.0,2.0,46.0,0.0,1.0,26.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,13.0,10.0,428.0,347.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.9397853554402,3,8,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.6338108300952
AFG,33.9391,67.71,Afghanistan,2018-09-07,204.0,0.0,4.0,19.0,0.0,1.0,47.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,19.0,8.0,601.0,100.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.8538369147246,3,9,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.3892591868217
AFG,33.9391,67.71,Afghanistan,2018-09-14,142.0,0.0,1.0,37.0,0.0,0.0,14.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,24.0,1177.0,286.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.21272080189493,3,9,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.682358218215
AFG,33.9391,67.71,Afghanistan,2018-09-21,135.0,1.0,3.0,44.0,0.0,0.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,17.0,612.0,304.0,20.0,0.0,23.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.4153979028451,3,9,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0111751678646
AFG,33.9391,67.71,Afghanistan,2018-09-28,126.0,0.0,0.0,41.0,0.0,0.0,33.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,4.0,398.0,280.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0044309389126,3,9,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.9859961989357
AFG,33.9391,67.71,Afghanistan,2018-10-05,140.0,0.0,1.0,31.0,0.0,2.0,42.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,14.0,0.0,415.0,192.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,534.9038284356445,4,10,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.7444078289407
AFG,33.9391,67.71,Afghanistan,2018-10-12,198.0,0.0,1.0,48.0,0.0,1.0,28.0,12.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,8.0,21.0,1080.0,403.0,4.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.1992140915028,4,10,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.1122567773582
AFG,33.9391,67.71,Afghanistan,2018-10-19,144.0,5.0,0.0,20.0,0.0,0.0,20.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,33.0,2.0,390.0,219.0,0.0,0.0,0.0,0.0,21.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.2427091420534,4,10,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.5769375148463
AFG,33.9391,67.71,Afghanistan,2018-10-26,138.0,0.0,2.0,10.0,0.0,0.0,41.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,4.0,1.0,12.0,0.0,25.0,1.0,348.0,46.0,26.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.2074271223585,4,10,43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,621.7499597163331
AFG,33.9391,67.71,Afghanistan,2018-11-02,151.0,0.0,0.0,12.0,0.0,0.0,28.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,483.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.50381033877767,4,11,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.1886687044934
AFG,33.9391,67.71,Afghanistan,2018-11-09,161.0,3.0,4.0,12.0,0.0,1.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,640.0,75.0,1.0,0.0,36.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.1776836913109,4,11,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.1297540651256
AFG,33.9391,67.71,Afghanistan,2018-11-16,160.0,0.0,4.0,12.0,0.0,1.0,17.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,7.0,903.0,196.0,8.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.3070796835142,4,11,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.919106073494
AFG,33.9391,67.71,Afghanistan,2018-11-23,181.0,3.0,0.0,15.0,0.0,0.0,29.0,13.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,13.0,0.0,43.0,5.0,561.0,95.0,24.0,0.0,0.0,0.0,4.0,44.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.3429369298364,4,11,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.3954681974723
AFG,33.9391,67.71,Afghanistan,2018-11-30,165.0,0.0,1.0,26.0,0.0,0.0,27.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,6.0,756.0,191.0,1.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,526.6491395577182,4,11,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.225078105913
AFG,33.9391,67.71,Afghanistan,2018-12-07,180.0,0.0,2.0,24.0,0.0,1.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,7.0,755.0,171.0,13.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.8202631294349,4,12,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0948423559956
AFG,33.9391,67.71,Afghanistan,2018-12-14,185.0,0.0,1.0,19.0,0.0,0.0,20.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,641.0,92.0,4.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.8434237318478,4,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.4418162975184
AFG,33.9391,67.71,Afghanistan,2018-12-21,174.0,1.0,0.0,17.0,0.0,0.0,22.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,569.0,115.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.68888835221645,4,12,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.7595642437568
AFG,33.9391,67.71,Afghanistan,2018-12-28,152.0,4.0,0.0,16.0,0.0,1.0,18.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,612.0,82.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0374232790116,4,12,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.9461681603501
AFG,33.9391,67.71,Afghanistan,2019-01-04,174.0,2.0,1.0,11.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,650.0,51.0,8.0,0.0,10.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.4151486600527,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.4869024045244
AFG,33.9391,67.71,Afghanistan,2019-01-11,154.0,2.0,1.0,21.0,0.0,0.0,18.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,18.0,2.0,690.0,118.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.3566019478848,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.5369382212816
AFG,33.9391,67.71,Afghanistan,2019-01-18,174.0,8.0,0.0,19.0,0.0,0.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,569.0,120.0,3.0,0.0,0.0,0.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.4996580003832,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.1507727426696
AFG,33.9391,67.71,Afghanistan,2019-01-25,121.0,0.0,0.0,31.0,0.0,2.0,13.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,8.0,437.0,233.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.982346884525,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.643831818127
AFG,33.9391,67.71,Afghanistan,2019-02-01,167.0,6.0,1.0,15.0,0.0,0.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,15.0,13.0,544.0,103.0,2.0,0.0,0.0,0.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.5619201466424,1,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.2702234944496
AFG,33.9391,67.71,Afghanistan,2019-02-08,110.0,1.0,0.0,15.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,40.0,345.0,54.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.4455274440937,1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.2141880769373
AFG,33.9391,67.71,Afghanistan,2019-02-15,160.0,2.0,0.0,9.0,0.0,2.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,526.0,47.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,436.0163017530474,1,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.447732847474
AFG,33.9391,67.71,Afghanistan,2019-02-22,120.0,3.0,1.0,7.0,0.0,2.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,15.0,26.0,347.0,58.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.7573970532789,1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.2097936001827
AFG,33.9391,67.71,Afghanistan,2019-03-01,181.0,1.0,0.0,31.0,0.0,0.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,6.0,10.0,569.0,415.0,9.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.797040779944,1,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.6282111797836
AFG,33.9391,67.71,Afghanistan,2019-03-08,153.0,2.0,1.0,15.0,0.0,0.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,53.0,603.0,84.0,13.0,0.0,0.0,0.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0636257964518,1,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0885311285749
AFG,33.9391,67.71,Afghanistan,2019-03-15,149.0,1.0,3.0,12.0,0.0,0.0,15.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,5.0,10.0,651.0,117.0,41.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.3454765363892,1,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.967462775592
AFG,33.9391,67.71,Afghanistan,2019-03-22,136.0,4.0,0.0,24.0,0.0,1.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,24.0,0.0,364.0,211.0,2.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.406770699014,1,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0123213117351
AFG,33.9391,67.71,Afghanistan,2019-03-29,165.0,3.0,2.0,14.0,0.0,0.0,18.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,41.0,436.0,71.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.9344133020484,1,3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.8749455405097
AFG,33.9391,67.71,Afghanistan,2019-04-05,162.0,6.0,1.0,22.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,507.0,144.0,2.0,0.0,10.0,0.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.1550715035975,2,4,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.198901411065
AFG,33.9391,67.71,Afghanistan,2019-04-12,168.0,1.0,0.0,15.0,0.0,2.0,15.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,5.0,0.0,17.0,0.0,485.0,111.0,4.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.2011615171784,2,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.9757040172924
AFG,33.9391,67.71,Afghanistan,2019-04-19,177.0,0.0,1.0,14.0,0.0,2.0,26.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,19.0,5.0,580.0,91.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,549.6097752265816,2,4,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.7906116591038
AFG,33.9391,67.71,Afghanistan,2019-04-26,163.0,2.0,1.0,20.0,0.0,0.0,19.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,20.0,454.0,160.0,2.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.42662011310097,2,4,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.7344104607478
AFG,33.9391,67.71,Afghanistan,2019-05-03,139.0,0.0,0.0,30.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,6.0,15.0,462.0,220.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.4999080016807,2,5,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.9766728280695
AFG,33.9391,67.71,Afghanistan,2019-05-10,163.0,0.0,2.0,31.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,21.0,0.0,335.0,390.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.2231502417232,2,5,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.3812779262743
AFG,33.9391,67.71,Afghanistan,2019-05-17,146.0,0.0,2.0,30.0,0.0,0.0,29.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,19.0,14.0,397.0,278.0,2.0,0.0,15.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.835073563649,2,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.047894664074
AFG,33.9391,67.71,Afghanistan,2019-05-24,98.0,2.0,0.0,40.0,0.0,1.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,21.0,19.0,388.0,234.0,20.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.6158485826098,2,5,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.9534258035534
AFG,33.9391,67.71,Afghanistan,2019-05-31,143.0,0.0,4.0,18.0,0.0,0.0,25.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,1.0,10.0,0.0,7.0,4.0,662.0,78.0,22.0,0.0,44.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.4424812789682,2,5,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.9456669652102
AFG,33.9391,67.71,Afghanistan,2019-06-07,78.0,1.0,2.0,20.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,398.0,146.0,3.0,0.0,9.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.5544918174728,2,6,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.6078786871126
